,Air Temperature °F,Avg. Wind Direction °,Avg. Wind Speed mph,Dew Point °F,Freeze Point #3 °F,Freeze Point 1 °F,Freeze Point 2 °F,Freeze Point Approach °F,Freeze Point Bridge A °F,Freeze Point Bridge [index],Freeze Point Bridge °F,Freeze Point °F,Freezing Temp. Approach °F,Freezing Temperature Approach °F,Freezing Temperature °F,Friction Approach N/A,Friction Bridge N/A,Friction N/A,Gust Wind Direction °,Gust Wind Speed mph,Max Air Temperature °F,Min Air Temperature °F,Precipitation End Time timestamp,Precipitation Situation [logic],Precipitation Start Time timestamp,Precipitation Yes/No [logic],Rel. Humidity %,Road Condition # 3 [logic],Road Condition 1 [logic],Road Condition 2 [logic],Road Condition Approach [logic],Road Condition Bridge A [logic],Road Condition Bridge [logic],Road Condition [logic],Road Temp #3 °F,Road Temp Bridge °F,Road Temp. 1 °F,Road Temp. 2 °F,Road Temp. Approach °F,Road Temp. Bridge A °F,Road Temp. Bridge °F,Road Temperature Approach °F,Road Temperature Bridge °F,Saline Concentration %,Saline Concentration Approach %,Saline Concentration Bridge  %,Saline Concentration Bridge %,Saline Concentration Bridge [rate],Spot Wind Direction °,Sub Surface Temperature °F,SubSurface Temperature °F,Subsurface Temperature  °F,Subsurface Temperature 1 °F,Subsurface Temperature Approach °F,Surface Salinity #3 %,Surface Salinity 1 %,Surface Salinity 2 %,Surface Salinity Approach %,Surface Salinity Bridge %,Surface Salinity Bridge A %,Surface Temperature Approach °F,Surface Temperature °F,Visibility m,Water Film  Approach mil,Water Film  mil,Water Film Approach mil,Water Film Height Approach mil,Water Film Height Bridge mil,WaterFilm Height Bridge mil,Wet Bulb Temperature °F,Wind Speed mph,date_time
,63.14,120.00,11.86,34.16,,,,,,,,,,,,,,,96.00,18.79,64.40,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,33.00,,,,3.00,,3.00,,,,,,89.60,,96.26,,,,,,,,112.00,,55.40,,,,,,,,,,,,,,,,,,,50.90,7.16,2016/04/14 20:30:00
,69.80,340.00,7.83,35.78,,,,,,,,,,,,,,,28.00,12.97,70.16,39.02,,,,2.00,28.00,,,,3.00,,3.00,,,,,,103.28,,100.22,,,,,,,,27.00,59.18,,,,,,,,,,,,,,,,,,,,55.04,9.17,2016/04/14 19:00:00
,70.16,5.00,8.50,36.14,,,,,,,,,,,,,,,40.00,13.20,70.70,39.02,,,,2.00,28.00,,,,3.00,,3.00,,,,,,102.56,,100.94,,,,,,,,18.00,59.18,,,,,,,,,,,,,,,,,,,,55.22,8.28,2016/04/14 19:10:00
,70.34,50.00,7.61,36.32,,,,,,,,,,,,,,,33.00,12.53,70.70,39.02,,,,2.00,28.00,,,,3.00,,3.00,,,,,,102.74,,100.40,,,,,,,,44.00,59.18,,,,,,,,,,,,,,,,,,,,55.40,5.37,2016/04/14 19:20:00
,71.24,60.00,5.14,36.50,,,,,,,,,,,,,,,40.00,12.53,71.60,39.02,,,,2.00,28.00,,,,3.00,,3.00,,,,,,103.82,,101.48,,,,,,,,86.00,59.18,,,,,,,,,,,,,,,,,,,,55.94,6.71,2016/04/14 19:30:00
,71.24,10.00,6.49,36.68,,,,,,,,,,,,,,,27.00,11.18,71.60,39.02,,,,2.00,28.00,,,,3.00,,3.00,,,,,,102.20,,100.22,,,,,,,,14.00,59.18,,,,,,,,,,,,,,,,,,,,55.94,4.47,2016/04/14 19:40:00
,71.24,50.00,4.47,36.86,,,,,,,,,,,,,,,34.00,13.42,71.60,39.02,,,,2.00,28.00,,,,3.00,,3.00,,,,,,102.56,,100.94,,,,,,,,1.00,59.18,,,,,,,,,,,,,,,,,,,,55.94,4.92,2016/04/14 19:50:00
,72.32,40.00,6.49,37.22,,,,,,,,,,,,,,,34.00,12.08,72.68,39.02,,,,2.00,27.00,,,,3.00,,3.00,,,,,,102.92,,100.94,,,,,,,,10.00,59.36,,,,,,,,,,,,,,,,,,,,56.66,4.25,2016/04/14 20:00:00
,71.78,30.00,7.61,36.86,,,,,,,,,,,,,,,39.00,13.87,72.68,39.02,,,,2.00,27.00,,,,3.00,,3.00,,,,,,101.66,,99.68,,,,,,,,28.00,59.36,,,,,,,,,,,,,,,,,,,,56.30,9.62,2016/04/14 20:10:00
,72.50,55.00,9.40,37.22,,,,,,,,,,,,,,,65.00,13.20,73.04,39.02,,,,2.00,27.00,,,,3.00,,3.00,,,,,,101.66,,100.58,,,,,,,,39.00,59.36,,,,,,,,,,,,,,,,,,,,56.66,7.16,2016/04/14 20:20:00
,72.68,60.00,6.93,36.86,,,,,,,,,,,,,,,12.00,10.74,73.40,39.02,,,,2.00,27.00,,,,3.00,,3.00,,,,,,100.04,,100.04,,,,,,,,69.00,59.54,,,,,,,,,,,,,,,,,,,,56.84,7.16,2016/04/14 20:30:00
,70.16,120.00,7.16,35.78,,,,,,,,,,,,,,,360.00,14.54,70.34,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,28.00,,,,3.00,,3.00,,,,,,100.58,,103.46,,,,,,,,97.00,,55.04,,,,,,,,,,,,,,,,,,,55.22,5.14,2016/04/14 19:00:00
,69.62,75.00,7.38,35.06,,,,,,,,,,,,,,,60.00,13.65,70.34,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,27.00,,,,3.00,,3.00,,,,,,101.12,,102.92,,,,,,,,59.00,,55.04,,,,,,,,,,,,,,,,,,,54.86,0.22,2016/04/14 19:10:00
,71.06,40.00,6.93,36.32,,,,,,,,,,,,,,,35.00,12.75,71.24,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,27.00,,,,3.00,,3.00,,,,,,100.76,,103.10,,,,,,,,65.00,,55.04,,,,,,,,,,,,,,,,,,,55.76,7.16,2016/04/14 19:20:00
,71.60,60.00,3.36,36.86,,,,,,,,,,,,,,,41.00,8.72,71.60,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,28.00,,,,3.00,,3.00,,,,,,100.58,,103.28,,,,,,,,105.00,,55.22,,,,,,,,,,,,,,,,,,,56.12,2.46,2016/04/14 19:30:00
,71.24,70.00,6.49,36.14,,,,,,,,,,,,,,,63.00,9.84,71.96,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,27.00,,,,3.00,,3.00,,,,,,99.68,,102.38,,,,,,,,82.00,,55.22,,,,,,,,,,,,,,,,,,,55.76,7.38,2016/04/14 19:40:00
,71.42,75.00,3.80,35.78,,,,,,,,,,,,,,,71.00,10.96,71.96,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,26.00,,,,3.00,,3.00,,,,,,99.86,,102.74,,,,,,,,77.00,,55.22,,,,,,,,,,,,,,,,,,,55.94,2.46,2016/04/14 19:50:00
,71.06,115.00,5.14,35.60,,,,,,,,,,,,,,,69.00,15.43,72.32,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,27.00,,,,3.00,,3.00,,,,,,100.04,,102.74,,,,,,,,128.00,,55.22,,,,,,,,,,,,,,,,,,,55.58,2.01,2016/04/14 20:00:00
,70.88,75.00,6.93,35.06,,,,,,,,,,,,,,,72.00,12.75,72.32,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,26.00,,,,3.00,,3.00,,,,,,99.50,,101.30,,,,,,,,109.00,,55.22,,,,,,,,,,,,,,,,,,,55.58,4.47,2016/04/14 20:10:00
,71.96,60.00,6.04,36.14,,,,,,,,,,,,,,,112.00,11.63,72.32,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,26.00,,,,3.00,,3.00,,,,,,99.32,,101.30,,,,,,,,95.00,,55.40,,,,,,,,,,,,,,,,,,,56.30,6.93,2016/04/14 20:20:00
,70.52,100.00,8.28,34.52,,,,,,,,,,,,,,,118.00,12.08,72.32,37.58,2013/05/02 03:45:19,,2013/05/02 03:42:01,2.00,26.00,,,,3.00,,3.00,,,,,,98.42,,100.58,,,,,,,,106.00,,55.40,,,,,,,,,,,,,,,,,,,55.22,9.62,2016/04/14 20:30:00
,45.50,115.00,2.91,27.50,,,,,,,,,,,,0.82,0.82,,165.00,5.82,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,49.00,,,,10.00,,10.00,,,51.06,,,,,,,,,,,,,117.00,,,,,53.85,,,,,,,49.32,,,,,0.07,,,0.00,39.02,3.36,2016/04/14 04:01:00
,45.32,120.00,2.91,27.68,,,,,,,,,,,,0.82,0.82,,122.00,5.82,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,49.00,,,,10.00,,10.00,,,50.62,,,,,,,,,,,,,117.00,,,,,53.82,,,,,,,48.93,,,,,0.00,,,0.00,38.84,4.25,2016/04/14 04:11:00
,44.96,115.00,4.70,,,,,,,,,,,,,0.82,0.82,,133.00,10.07,,,,,,,,,,,10.00,,10.00,,,50.20,,,,,,,,,,,,,135.00,,,,,53.79,,,,,,,48.45,,,,,0.00,,,0.00,38.48,4.92,2016/04/14 04:20:00
,,,,26.42,,,,,,,,,,,,,,,,,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 04:21:00
,44.42,120.00,3.58,27.14,,,,,,,,,,,,0.82,0.82,,135.00,7.16,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,50.00,,,,10.00,,10.00,,,49.89,,,,,,,,,,,,,118.00,,,,,53.76,,,,,,,48.08,,,,,0.00,,,0.00,38.30,2.68,2016/04/14 04:31:00
,44.06,110.00,1.57,27.14,,,,,,,,,,,,0.82,0.82,,134.00,5.37,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,51.00,,,,10.00,,10.00,,,49.46,,,,,,,,,,,,,117.00,,,,,53.72,,,,,,,47.80,,,,,0.00,,,0.00,37.94,1.57,2016/04/14 04:40:00
,43.70,120.00,4.70,25.52,,,,,,,,,,,,0.82,0.82,,128.00,7.38,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,48.00,,,,10.00,,10.00,,,49.11,,,,,,,,,,,,,146.00,,,,,53.68,,,,,,,47.37,,,,,0.07,,,0.00,37.40,4.03,2016/04/14 04:51:00
,43.34,125.00,3.13,25.88,,,,,,,,,,,,0.82,0.82,,136.00,5.59,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,49.00,,,,10.00,,10.00,,,48.80,,,,,,,,,,,,,118.00,,,,,53.64,,,,,,,47.05,,,,,0.07,,,0.00,37.22,2.68,2016/04/14 05:01:00
,43.16,120.00,2.46,25.34,,,,,,,,,,,,0.82,0.82,,135.00,7.83,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,49.00,,,,10.00,,10.00,,,48.45,,,,,,,,,,,,,101.00,,,,,53.59,,,,,,,46.63,,,,,0.07,,,0.06,37.04,1.57,2016/04/14 05:10:00
,42.44,125.00,3.58,24.98,,,,,,,,,,,,0.82,0.82,,140.00,6.26,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,49.00,,,,10.00,,10.00,,,48.02,,,,,,,,,,,,,111.00,,,,,53.55,,,,,,,46.44,,,,,0.07,,,0.00,36.50,3.13,2016/04/14 05:21:00
,42.08,115.00,4.03,23.00,,,,,,,,,,,,0.82,0.82,,145.00,8.28,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,46.00,,,,10.00,,10.00,,,47.78,,,,,,,,,,,,,142.00,,,,,53.50,,,,,,,46.14,,,,,0.00,,,0.00,35.78,3.13,2016/04/14 05:31:00
,41.90,125.00,3.36,20.66,,,,,,,,,,,,0.82,0.82,,115.00,7.38,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,42.00,,,,10.00,,10.00,,,47.43,,,,,,,,,,,,,116.00,,,,,53.45,,,,,,,45.84,,,,,0.07,,,0.00,35.42,1.79,2016/04/14 05:40:00
,41.54,120.00,3.80,19.58,,,,,,,,,,,,0.82,0.82,,130.00,7.38,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,40.00,,,,10.00,,10.00,,,47.21,,,,,,,,,,,,,111.00,,,,,53.40,,,,,,,45.52,,,,,0.07,,,0.00,35.06,2.01,2016/04/14 05:51:00
,41.18,125.00,5.14,19.40,,,,,,,,,,,,0.82,0.82,,128.00,7.38,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,41.00,,,,10.00,,10.00,,,46.91,,,,,,,,,,,,,118.00,,,,,53.34,,,,,,,45.20,,,,,0.00,,,0.13,34.70,3.58,2016/04/14 06:01:00
,41.00,110.00,4.25,19.22,,,,,,,,,,,,0.82,0.82,,143.00,10.07,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,41.00,,,,10.00,,10.00,,,46.44,,,,,,,,,,,,,99.00,,,,,53.29,,,,,,,44.85,,,,,0.00,,,0.00,34.52,3.80,2016/04/14 06:10:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,46.29,,,,,,,,,,,,,,,,,,53.22,,,,,,,44.74,,,,,0.00,,,0.00,,,2016/04/14 06:20:00
,40.64,110.00,3.13,19.22,,,,,,,,,,,,,,,92.00,5.82,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,41.00,,,,,,,,,,,,,,,,,,,,,,130.00,,,,,,,,,,,,,,,,,,,,,34.34,3.13,2016/04/14 06:21:00
,40.46,115.00,3.36,19.58,,,,,,,,,,,,0.82,0.82,,120.00,6.49,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,42.00,,,,10.00,,10.00,,,46.04,,,,,,,,,,,,,95.00,,,,,53.16,,,,,,,44.51,,,,,0.00,,,0.00,34.16,2.91,2016/04/14 06:31:00
,40.10,115.00,2.68,19.58,,,,,,,,,,,,0.82,0.82,,138.00,5.59,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,43.00,,,,10.00,,10.00,,,45.83,,,,,,,,,,,,,129.00,,,,,53.09,,,,,,,44.24,,,,,0.00,,,0.00,33.98,2.01,2016/04/14 06:41:00
,39.74,120.00,0.22,20.12,,,,,,,,,,,,0.82,0.82,,126.00,6.49,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,45.00,,,,10.00,,10.00,,,45.45,,,,,,,,,,,,,0.00,,,,,53.03,,,,,,,43.92,,,,,0.00,,,0.00,33.80,0.00,2016/04/14 06:51:00
,39.38,115.00,2.68,18.86,,,,,,,,,,,,0.82,0.82,,135.00,4.92,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,43.00,,,,10.00,,10.00,,,45.22,,,,,,,,,,,,,118.00,,,,,52.96,,,,,,,43.72,,,,,0.00,,,0.00,33.44,2.24,2016/04/14 07:01:00
,39.38,115.00,3.13,19.40,,,,,,,,,,,,,,,126.00,6.04,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,44.00,,,,,,,,,,,,,,,,,,,,,,125.00,,,,,,,,,,,,,,,,,,,,,33.44,3.13,2016/04/14 07:10:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,44.87,,,,,,,,,,,,,,,,,,52.89,,,,,,,43.51,,,,,0.00,,,0.00,,,2016/04/14 07:11:00
,39.02,110.00,1.79,19.76,,,,,,,,,,,,0.82,0.82,,121.00,6.04,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,45.00,,,,10.00,,10.00,,,44.67,,,,,,,,,,,,,114.00,,,,,52.82,,,,,,,43.22,,,,,0.14,,,0.00,33.26,1.12,2016/04/14 07:21:00
,38.66,125.00,3.36,19.04,,,,,,,,,,,,0.82,0.82,,128.00,4.70,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,44.00,,,,10.00,,10.00,,,44.48,,,,,,,,,,,,,132.00,,,,,52.75,,,,,,,43.02,,,,,0.14,,,0.00,32.90,2.01,2016/04/14 07:31:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 07:40:00
,38.84,125.00,3.58,17.96,,,,,,,,,,,,0.82,0.82,,120.00,7.83,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,42.00,,,,10.00,,10.00,,,44.11,,,,,,,,,,,,,164.00,,,,,52.68,,,,,,,42.78,,,,,0.14,,,0.00,32.90,3.58,2016/04/14 07:41:00
,38.48,100.00,1.79,17.96,,,,,,,,,,,,0.82,0.82,,159.00,6.93,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,43.00,,,,10.00,,10.00,,,43.89,,,,,,,,,,,,,98.00,,,,,52.60,,,,,,,42.67,,,,,0.00,,,0.00,32.72,1.12,2016/04/14 07:51:00
,38.12,80.00,1.12,18.14,,,,,,,,,,,,0.82,0.82,,114.00,4.03,57.92,31.28,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,43.00,,,,10.00,,10.00,,,43.63,,,,,,,,,,,,,0.00,,,,,52.52,,,,,,,42.46,,,,,0.00,,,0.00,32.36,0.00,2016/04/14 08:01:00
,37.58,100.00,0.89,19.94,,,,,,,,,,,,0.82,0.82,,133.00,3.36,57.92,31.64,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,48.00,,,,10.00,,10.00,,,43.49,,,,,,,,,,,,,102.00,,,,,52.45,,,,,,,42.32,,,,,0.00,,,0.00,32.36,0.89,2016/04/14 08:10:00
,37.58,110.00,1.57,19.22,,,,,,,,,,,,0.82,0.82,,122.00,2.68,57.92,31.64,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,47.00,,,,10.00,,10.00,,,43.17,,,,,,,,,,,,,111.00,,,,,52.37,,,,,,,42.05,,,,,0.07,,,0.00,31.82,1.34,2016/04/14 08:20:00
,37.22,90.00,1.34,19.22,,,,,,,,,,,,0.82,0.82,,125.00,2.68,57.92,31.64,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,47.00,,,,10.00,,10.00,,,42.96,,,,,,,,,,,,,106.00,,,,,52.29,,,,,,,41.86,,,,,0.00,,,0.00,31.82,1.34,2016/04/14 08:30:00
,37.04,120.00,1.57,18.86,,,,,,,,,,,,0.82,0.82,,117.00,4.92,57.92,31.64,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,47.00,,,,10.00,,10.00,,,42.63,,,,,,,,,,,,,100.00,,,,,52.21,,,,,,,41.58,,,,,0.00,,,0.00,31.64,3.13,2016/04/14 08:41:00
,37.04,125.00,2.24,17.96,,,,,,,,,,,,0.82,0.82,,130.00,4.03,57.92,31.64,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,45.00,,,,10.00,,10.00,,,42.33,,,,,,,,,,,,,115.00,,,,,52.13,,,,,,,41.44,,,,,0.00,,,0.00,31.46,0.45,2016/04/14 08:50:00
,36.86,135.00,1.12,19.94,,,,,,,,,,,,0.82,0.82,,113.00,3.13,57.92,31.64,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,49.00,,,,10.00,,10.00,,,42.11,,,,,,,,,,,,,122.00,,,,,52.05,,,,,,,41.18,,,,,0.00,,,0.00,31.64,3.13,2016/04/14 09:00:00
,36.68,120.00,0.89,19.04,,,,,,,,,,,,0.82,0.82,,171.00,4.70,57.92,32.36,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,48.00,,,,10.00,,10.00,,,41.97,,,,,,,,,,,,,0.00,,,,,51.96,,,,,,,41.07,,,,,0.00,,,0.00,31.46,0.00,2016/04/14 09:11:00
,36.50,130.00,1.12,18.50,,,,,,,,,,,,0.82,0.82,,109.00,3.36,57.92,32.36,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,47.00,,,,10.00,,10.00,,,41.70,,,,,,,,,,,,,85.00,,,,,51.88,,,,,,,40.97,,,,,0.00,,,0.00,31.28,0.89,2016/04/14 09:20:00
,36.14,65.00,0.67,19.58,,,,,,,,,,,,0.82,0.82,,59.00,2.24,57.92,32.36,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,50.00,,,,10.00,,10.00,,,41.56,,,,,,,,,,,,,0.00,,,,,51.79,,,,,,,40.79,,,,,0.00,,,0.00,31.10,0.00,2016/04/14 09:30:00
,36.14,110.00,0.89,19.58,,,,,,,,,,,,0.82,0.82,,137.00,3.58,57.92,32.36,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,50.00,,,,10.00,,10.00,,,41.40,,,,,,,,,,,,,124.00,,,,,51.71,,,,,,,40.72,,,,,0.00,,,0.00,31.28,2.68,2016/04/14 09:41:00
,,75.00,0.00,,,,,,,,,,,,,0.82,0.82,,105.00,3.13,,,,,,,,,,,10.00,,10.00,,,41.35,,,,,,,,,,,,,86.00,,,,,51.63,,,,,,,40.58,,,,,0.00,,,0.00,,0.45,2016/04/14 09:50:00
,35.78,,,19.22,,,,,,,,,,,,,,,,,57.92,32.36,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.92,,2016/04/14 09:51:00
,35.42,135.00,0.00,19.40,,,,,,,,,,,,0.82,0.82,,90.00,1.34,57.92,32.36,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,51.00,,,,10.00,,10.00,,,41.11,,,,,,,,,,,,,0.00,,,,,51.55,,,,,,,40.41,,,,,0.00,,,0.00,30.74,0.00,2016/04/14 10:00:00
,35.24,95.00,0.00,19.58,,,,,,,,,,,,0.82,0.82,,77.00,0.89,57.92,33.80,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,52.00,,,,10.00,,10.00,,,40.90,,,,,,,,,,,,,0.00,,,,,51.46,,,,,,,40.31,,,,,0.00,,,0.00,30.56,0.00,2016/04/14 10:11:00
,35.06,85.00,0.89,19.58,,,,,,,,,,,,0.82,0.82,,82.00,2.24,57.92,33.80,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,52.00,,,,10.00,,10.00,,,40.75,,,,,,,,,,,,,34.00,,,,,51.38,,,,,,,40.22,,,,,0.00,,,0.00,30.38,0.45,2016/04/14 10:20:00
,35.06,0.00,0.00,19.04,,,,,,,,,,,,0.82,0.82,,84.00,1.79,57.92,33.80,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,51.00,,,,10.00,,10.00,,,40.46,,,,,,,,,,,,,0.00,,,,,51.29,,,,,,,39.97,,,,,0.00,,,0.00,30.38,0.00,2016/04/14 10:31:00
,35.06,75.00,0.45,19.76,,,,,,,,,,,,0.82,0.82,,65.00,1.34,57.92,33.80,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,53.00,,,,10.00,,10.00,,,40.29,,,,,,,,,,,,,61.00,,,,,51.21,,,,,,,39.81,,,,,0.00,,,0.00,30.56,1.34,2016/04/14 10:40:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 10:50:00
,35.06,75.00,0.89,20.66,,,,,,,,,,,,0.82,0.82,,67.00,2.01,57.92,33.80,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,55.00,,,,10.00,,10.00,,,40.05,,,,,,,,,,,,,358.00,,,,,51.12,,,,,,,39.64,,,,,0.00,,,0.06,30.56,1.34,2016/04/14 10:51:00
,34.88,95.00,0.00,21.74,,,,,,,,,,,,0.82,0.82,,79.00,2.01,57.92,33.80,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,58.00,,,,10.00,,10.00,,,40.10,,,,,,,,,,,,,0.00,,,,,51.03,,,,,,,39.69,,,,,0.00,,,0.06,30.74,0.00,2016/04/14 11:01:00
,34.70,95.00,0.00,21.02,,,,,,,,,,,,0.82,0.82,,0.00,0.00,57.92,34.70,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,56.00,,,,10.00,,10.00,,,40.03,,,,,,,,,,,,,0.00,,,,,50.95,,,,,,,39.59,,,,,0.00,,,0.06,30.56,0.00,2016/04/14 11:10:00
,34.88,135.00,0.00,21.20,,,,,,,,,,,,0.82,0.82,,0.00,0.00,57.92,34.70,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,57.00,,,,10.00,,10.00,,,40.05,,,,,,,,,,,,,0.00,,,,,50.86,,,,,,,39.65,,,,,0.00,,,0.06,30.56,0.00,2016/04/14 11:21:00
,34.70,135.00,0.00,22.10,,,,,,,,,,,,,,,0.00,0.00,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,59.00,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,30.74,0.00,2016/04/14 11:30:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,40.16,,,,,,,,,,,,,,,,,,50.76,,,,,,,39.86,,,,,0.00,,,0.06,,,2016/04/14 11:31:00
,35.06,120.00,1.12,22.64,,,,,,,,,,,,0.82,0.82,,157.00,2.68,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,59.00,,,,10.00,,10.00,,,40.53,,,,,,,,,,,,,146.00,,,,,50.68,,,,,,,40.23,,,,,0.00,,,0.06,31.10,2.01,2016/04/14 11:41:00
,36.14,115.00,2.46,22.28,,,,,,,,,,,,0.82,0.82,,148.00,5.14,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,56.00,,,,10.00,,10.00,,,41.00,,,,,,,,,,,,,94.00,,,,,50.60,,,,,,,40.59,,,,,0.00,,,0.06,31.64,3.36,2016/04/14 11:51:00
,36.86,125.00,2.01,23.00,,,,,,,,,,,,0.82,0.82,,126.00,5.14,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,57.00,,,,10.00,,10.00,,,41.51,,,,,,,,,,,,,114.00,,,,,50.51,,,,,,,41.07,,,,,0.00,,,0.06,32.36,1.34,2016/04/14 12:01:00
,37.22,130.00,2.91,23.36,,,,,,,,,,,,0.82,0.82,,138.00,7.61,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,56.00,,,,10.00,,10.00,,,41.95,,,,,,,,,,,,,141.00,,,,,50.42,,,,,,,41.56,,,,,0.00,,,0.00,32.72,3.13,2016/04/14 12:11:00
,37.76,125.00,3.36,23.72,,,,,,,,,,,,0.82,0.82,,137.00,6.04,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,56.00,,,,10.00,,10.00,,,42.61,,,,,,,,,,,,,106.00,,,,,50.34,,,,,,,42.27,,,,,0.00,,,0.00,33.08,3.13,2016/04/14 12:20:00
,38.30,120.00,3.80,23.90,,,,,,,,,,,,0.82,0.82,,134.00,7.16,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,55.00,,,,10.00,,10.00,,,43.35,,,,,,,,,,,,,103.00,,,,,50.25,,,,,,,43.03,,,,,0.00,,,0.00,33.62,3.58,2016/04/14 12:31:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 12:40:00
,39.38,135.00,2.68,24.44,,,,,,,,,,,,0.82,0.82,,133.00,9.17,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,54.00,,,,10.00,,10.00,,,44.26,,,,,,,,,,,,,125.00,,,,,50.16,,,,,,,44.00,,,,,0.00,,,0.06,34.34,3.36,2016/04/14 12:41:00
